temperature,humidity,N,P,K,pH,rainfall,water_resource,crop
27.735406596951893,85.9775710159606,124.63400392208865,52.701873017352874,41.35912029316133,6.061918921939707,1575.5159494285417,high,rice
28.01254503432035,92.84734761782484,126.3477452647578,43.258688541628594,42.11706242201289,6.463628917309474,1215.9067863249732,high,rice
28.343102325093852,94.10345362137437,123.01896711503517,47.76339852413044,59.29864655327059,6.187379335737275,1527.370073589561,high,rice
29.7658592351061,85.79153956701161,138.44762255295657,58.107012839121275,45.873734043678894,5.604041951312748,1260.466800826456,high,rice
26.072887302606198,81.41664441133892,127.32027093665428,41.42377296920458,49.56926890881284,6.767312966454182,1213.9631614414955,high,rice
29.257873930355743,84.227821621601,104.72659310486625,53.934743307283014,58.86828540339652,6.8162080202905795,1641.0426262823314,high,rice
29.213923721539395,84.2305185885696,107.09758175118891,55.012295032817164,64.20504217801792,6.98575771300101,1447.5706061468559,high,rice
27.488072343171133,91.64619441112995,113.63214161012071,58.61514651207129,65.75238255529035,6.143491041062528,1650.5226406748984,high,rice
29.01817149633873,81.54685803253899,136.10211626718268,50.105047448957144,64.79372398323224,5.9800744015459175,1737.3139370977203,high,rice
27.556806714936652,80.16256477220448,136.21527905677056,41.82573353572267,49.579409127712445,6.925092950576207,1770.3642881625337,high,rice
28.293751552493145,89.47755818254699,117.93782087913279,45.86421543396129,49.85993636109748,6.508777684115557,1651.4247176626081,high,rice
29.166316174903393,91.84427214191831,103.64824412194761,49.88840609405163,41.72676280049933,6.324293323485604,1464.9183008240261,high,rice
29.550816731033198,85.26372518828119,104.68268065710423,42.85983364105672,62.84531895152416,6.427327094974392,1260.673605673674,high,rice
26.33642722445999,90.5145369718868,102.91052025456774,56.437201185807126,61.18726681469489,5.62202317096285,1250.902628451115,high,rice
29.9465583140047,85.6140619363418,114.82568588267563,56.25599134515005,68.41745732151577,6.979001595734307,1652.026911155365,high,rice
27.50503834212366,81.25251075048003,131.08587663709747,51.1680849947161,52.72666027740929,6.8595315776421035,1266.718489383691,high,rice
27.970500417163436,80.17030467151129,118.74642567976505,41.126065513636746,43.564537488042156,5.676289370165657,1589.526181269638,high,rice
28.984179517061694,88.7505314764574,138.48690193898167,47.49741159047408,48.57136258845582,6.80289869228419,1334.1575031116715,high,rice
29.852890157762445,80.18231712034725,138.79515306830555,40.863198239011524,66.73429341094213,6.29155166362945,1795.7788776715802,high,rice
26.295186258941595,88.30781426601982,138.77210142476395,50.461956883402976,58.88195914405787,6.543623033476926,1472.724638860664,high,rice
28.510232320336254,88.7647146788465,136.04632041963956,40.90892760682916,48.42889568776691,6.925617226114838,1734.1582703345498,high,rice
27.822627011142853,89.30198896702305,111.0952473192453,43.762423194475225,53.91095214819946,6.0300283420390794,1550.1936671105232,high,rice
26.31093854785994,94.6159221149925,139.44842977918412,53.9632342803949,56.08289099032361,5.964291424429492,1688.2770118241692,high,rice
28.738924690215516,82.43925409017336,136.4370873797537,56.45074485846338,68.49399739875773,6.58857926258254,1568.0491175614738,high,rice
27.672972145162475,93.9909272503102,134.64255558001634,40.90437340212379,40.79100923491756,6.0646950503170745,1686.3319984690997,high,rice
29.949104517259777,82.25625336655293,123.7652286140854,47.61781713262043,69.09743193443809,6.763178384703563,1702.9972228266827,high,rice
27.87477263917988,86.22229253506498,110.93628287722825,41.127509933018544,65.9416712876516,6.719351513695116,1799.8306039716783,high,rice
29.986547348295623,88.33147558403941,130.75949660722043,58.895314597648564,65.48942172032234,5.871022152614796,1470.326481186056,high,rice
26.51663766060598,94.31076540888084,124.2469853780352,44.57285611006925,60.15102053217571,6.427192360686844,1414.8976308197043,high,rice
26.454230368798516,90.07359793389199,120.81230803615173,55.44636783471279,55.6049050333598,6.77827225047781,1531.1441032646912,high,rice
28.243751886141546,93.14980403987518,116.13931464849588,42.68030456901281,40.86348028940017,6.632705883510429,1572.1857308120789,high,rice
28.816319072396894,83.19446242263366,105.45485902347079,40.290893313357635,50.517626764197914,6.38487653028195,1435.3464270598395,high,rice
27.749899688094917,93.56238041740623,113.93021868093201,50.279789783196215,63.50959038223429,6.094814173481906,1573.252020136724,high,rice
29.44945483498698,94.24280935486463,105.88293923716152,58.53175250322989,54.76348879238614,5.887366582448437,1475.4814537429568,high,rice
29.92013030114191,87.38927140989304,113.15006441150032,52.668017086334515,47.204368563345795,5.613794992162996,1277.3278331463896,high,rice
26.51218335583109,82.27854040268441,105.5530869059764,52.81749489606429,45.45640253197435,6.018500924985795,1738.0730459436072,high,rice
27.89584656105149,90.0133660778154,106.8927948480652,43.845780376173416,41.226058487994365,5.7534025946082465,1367.1542034191752,high,rice
26.708041937106987,81.33053800635584,104.82543484402403,49.21557536065451,46.19001155217377,6.0464047915721135,1502.050362512914,high,rice
28.761579314517462,80.58968209761649,131.9764159563617,52.558007789818156,42.45277095846616,6.810367936160166,1752.523440319088,high,rice
26.244311839419456,84.15316472220806,132.24805119172245,54.96519380767317,45.53563058069132,5.814023985005066,1422.2832616748292,high,rice
27.938091940764085,89.27382157295443,114.75654558279089,49.25069432266296,62.4241281440127,5.555024804335897,1351.4621666064124,high,rice
28.85339834353821,93.428102565308,120.46709768462665,50.64226970530631,43.21516034019328,6.171118550235182,1519.5703598730138,high,rice
26.969882014538918,84.03864846424071,115.0913665241849,40.40142395555453,49.66237496749535,5.817172010494817,1396.4984113067487,high,rice
26.479048527277005,93.35790921109842,123.74369814216195,53.58204638288979,63.67513715822015,6.247663298393586,1252.1521728524542,high,rice
28.14842616727419,88.8026167703132,129.8175789673732,48.63319092459359,43.82740908386691,5.925663858698087,1417.849377839181,high,rice
28.583668965326403,88.56167457003367,114.24386903591385,59.730304975859596,58.173244580706616,5.855840187603992,1261.0694835722422,high,rice
26.611436556737328,83.68936592576762,106.42725493038223,43.731340481026116,48.55285506081541,5.760060392942132,1738.0592547758552,high,rice
26.32093498264657,87.86767084355382,116.41587307958646,59.647572338172125,43.36116706504157,6.096783398568612,1781.6822599652214,high,rice
29.462028503575922,92.2560810642392,110.3161130817976,43.41775174780132,60.05929659773293,6.894063983691378,1534.0577358083578,high,rice
28.2864507578796,84.19968640490427,130.77971732767747,43.74087497115047,49.71037709212731,6.138154657924625,1504.5662272106729,high,rice
26.96963892966032,81.72255237108806,124.4248016976653,45.77261106480512,57.43714664267837,5.731544072911303,1488.6840611128905,high,rice
28.13035773020634,80.77735305233641,113.46417112775683,42.68829353877948,41.90124911418303,6.984940348584917,1393.4123069848338,high,rice
29.23949778341854,83.81960982145645,127.26010888895718,55.20455719779373,57.86916221823533,6.207364282825237,1447.1045484883612,high,rice
27.39547306617198,93.94293716371739,133.22477631150917,59.300538213330256,43.728916704566345,6.596301212805466,1763.0042740926228,high,rice
26.72493226466264,80.99744401050167,129.64482597160236,51.48946226359824,65.25486330274816,5.709658564939434,1677.160387115934,high,rice
26.80650928019098,82.45483914298556,106.57063191723972,56.29149440462764,59.955916620886,6.284598137153679,1415.2982904741016,high,rice
29.508802163252433,85.88667661133952,132.66397757886307,48.78269817140437,51.30833288274722,6.19401967850441,1380.8267244984852,high,rice
28.990437520705004,87.54080585138719,109.2885078058727,57.991491465491364,51.516736641196346,6.315329291670983,1743.8832665787281,high,rice
28.49695198365597,81.75347061062546,137.593284944539,52.55416106142836,50.047168439712586,5.708908108995081,1676.4151135621776,high,rice
28.480291023714052,88.00191637964483,135.7557033220383,55.77194422449061,44.55024639198253,5.9675831016933225,1349.0934838886794,high,rice
28.975785170290706,80.50298652103669,122.79558739485266,55.24917371481381,66.30296910285249,6.013122623073861,1692.7543828032076,high,rice
26.44252694782083,92.69678437601777,105.09954649327929,47.945745811207345,63.91886097338661,5.72487614102316,1337.550837139585,high,rice
28.889010273572264,90.80054804819112,125.6459053154119,53.878968889342005,56.28173330042789,5.877698588360429,1407.4175961023516,high,rice
26.7263908672057,93.62675842000442,123.33567179064482,48.0170283352728,53.86017410932398,6.920925009417723,1292.0108418696482,high,rice
28.34491932806719,87.58833018326699,124.45816941738592,40.36220367641681,66.16371726832455,6.898177423725419,1539.0799101535254,high,rice
28.786603295507568,93.83749071765943,128.28954537253594,43.05078085828523,57.288650805004394,6.410072569574284,1454.4784027814317,high,rice
28.94577694249889,94.01550522153522,137.02274051627106,49.016787428082644,43.39714137522266,6.977261798443502,1703.3388518675606,high,rice
26.498650724813068,93.81262823926059,134.79585448248514,50.376761142521445,57.73826307234788,6.098504055805195,1232.8569832932187,high,rice
27.340788966583602,92.04280172897018,100.18528092018411,46.669983433822885,51.9450608077283,6.306093404406885,1751.9133698476562,high,rice
27.385383977463846,85.20429802844342,129.50004992438994,49.044358817796144,46.738144688199455,6.17865927419904,1284.5142122278799,high,rice
26.705547946024893,87.4755165910922,116.75701798018191,58.296918021362,50.871816973498994,6.370882525417065,1579.3585727517182,high,rice
26.052377826353336,89.95306058025066,107.12143867479006,59.2214063493891,44.45988183259339,6.121936185590536,1251.2098008471862,high,rice
29.98749700738379,87.53292515496864,123.81540069280175,41.34152954776855,62.498814111975335,5.814858389643379,1738.8325736644283,high,rice
26.820558561928028,82.860315809955,101.46198671392379,49.44133890219999,56.94523399787849,5.598562959142528,1665.3165700170064,high,rice
27.81315533899211,87.8658540399137,117.63050987752912,48.01526121750652,56.78920993924653,5.732860368896069,1309.1568782971626,high,rice
29.44714248405407,94.19173193200449,114.93237265119012,45.41489346287108,59.31998629717047,6.113101256647145,1215.231813396207,high,rice
26.624610389464763,90.73958343271096,126.35695767640605,40.54191985006967,46.659164857988486,5.846612194882107,1603.135646159237,high,rice
26.078842151017458,81.56162872976861,131.99664341492758,43.57089324108667,59.582383235556236,5.85727417157009,1259.664835655607,high,rice
26.972688763997816,90.83400397783488,134.22785872425143,56.604397291339836,51.915505888553646,6.502127704855969,1322.9905772494926,high,rice
27.172590921044055,93.4450372778168,100.52007694042945,41.71017061708936,46.23658765438082,5.53979830581073,1308.8612610538785,high,rice
28.332166243878767,86.32136825888747,135.706868443079,56.34887123476882,50.25452055093628,5.889135150146939,1427.81544490036,high,rice
28.36117977005923,84.02095461234315,124.96595631396536,48.18823304382481,56.5614154255594,6.154189793702975,1376.6794557251505,high,rice
29.793813227848627,91.4540869123964,105.6045270306581,57.36935951795826,54.62293594748541,6.841828340341137,1679.9131535683891,high,rice
27.700854017876935,80.33703962480176,110.74709437539784,50.83268429321734,59.00434659478442,5.886831528149804,1283.6136444436945,high,rice
29.339720947197197,94.76603271055328,121.02760729210743,43.43358571696607,48.16921979558107,5.5275860148212,1748.5792839362994,high,rice
26.471004331560565,88.6477471327138,110.96220882748824,51.08356005031587,59.542611650555926,6.744612705560803,1323.852763056362,high,rice
26.043983314633923,82.05328445103211,136.0007456739242,57.47780155125031,57.92239306510925,6.40077529065048,1599.0220047277533,high,rice
26.7014851144938,93.71617918887439,116.75082099568293,47.66277056498995,55.567531158485124,5.570448950162582,1299.7700212536477,high,rice
28.95213446570548,81.2419800188769,124.12608437865552,44.90698219362642,51.678868421259295,5.93304060515605,1413.4036298789695,high,rice
28.87618362073698,84.45682573434763,122.65618561187588,49.52100804398199,59.91013496087945,6.905244608987137,1639.5432583261502,high,rice
26.859761514363026,80.46774702591927,110.490561771993,51.9015586140051,41.54277440452751,6.244549370801854,1558.1057093501336,high,rice
27.336975563267842,91.56368305618733,104.26393012535087,41.50275563471617,61.8456626861081,6.243236974309298,1613.0414378566416,high,rice
27.739309354414985,83.69603049858661,132.76409270696797,55.98831757937958,60.8408941256328,5.908217705844944,1554.1384001214524,high,rice
27.443895587760107,81.37373109989952,136.69254301848972,42.73637261837923,68.50712061462407,6.169008659436933,1311.0797573031718,high,rice
28.167603789513432,93.09418753814613,129.28899545638245,56.131222957229,59.76350100132152,6.538414846776779,1709.5173909391915,high,rice
26.998672035436744,87.34137445464711,108.8483776727841,59.75336015993294,68.32178019059839,5.559140217052759,1623.345103509413,high,rice
29.700993269662664,82.70863017691,122.71780922210517,58.30976595176084,41.01837935757396,6.546130400870259,1378.4094044235305,high,rice
29.697584781506123,94.56587367748051,137.77065956453737,49.484284333149276,65.86127952967941,6.766824097802606,1391.4602839459535,high,rice
29.31566189660271,80.55511452073239,123.85079513928213,44.60017674575406,43.61700657331836,5.615429802443813,1617.7732655268837,high,rice
27.359499855072265,90.87150157293142,102.6142536319577,46.305806756612206,56.184738771260115,6.6860847472584455,1391.251501759242,high,rice
28.503565505748035,93.28966622354281,124.63452752729218,44.659189495072674,40.73202344669614,6.805148310851395,1212.7616465102324,high,rice
29.4988066907368,87.93405701040818,137.56270794051585,55.97566471547331,69.93802331600013,6.026067723177565,1660.3129733586761,high,rice
27.607723654436967,87.19813430455864,125.1002185287348,57.47354228372677,69.52250407597886,6.652410120796777,1450.6600693004002,high,rice
27.685428009108282,91.06373452383338,109.55108583073209,42.209482262627894,50.638664729223294,5.930858487481123,1377.7848722735941,high,rice
26.934431004199638,80.63139784454543,100.71495738933655,59.75444779472063,52.83319401207587,6.076489970739523,1607.788369615842,high,rice
26.873015551460256,94.24941775925338,131.4538005766221,41.78822004624519,52.52742327354785,6.818677461343247,1766.8392133748462,high,rice
27.86960604499948,89.20117083816062,106.681357843683,59.82337252273953,46.950151041503304,6.914097661202689,1589.787989395421,high,rice
28.430947179515435,87.69032766524762,109.22679246871034,43.53056064011017,46.61458627210526,5.7796573932163815,1667.750684140052,high,rice
27.40050103666692,80.86764014845095,138.76410520563246,57.67571769926852,67.83256849585639,6.992361733969653,1304.3371495316924,high,rice
27.584968075610636,91.37357713556136,127.8408247221517,43.0779181267971,64.47499374971854,5.836660857754991,1334.290568893574,high,rice
28.147897691573654,88.89409902262554,123.20344831351244,41.829736747955096,66.3238258789114,5.898400063883059,1277.7089527696826,high,rice
29.554992319475907,94.3347724734463,134.48510469061802,56.19032149449756,59.65725941917065,6.326286055913709,1252.192055946846,high,rice
27.633812852282794,85.59032775518472,110.39015135041305,54.4684022737717,54.87627205236312,5.621569323861472,1332.1099211698868,high,rice
28.733035054638385,81.1419628923545,134.04827656195076,49.902930540279485,54.41759731979944,6.388611676989276,1694.8085795550896,high,rice
27.391236831608772,90.17024228838595,122.62927855983165,45.340565403388425,66.35889959065474,6.696139032410392,1595.0711007950554,high,rice
29.402326916376968,93.00941301439704,128.3345190686014,56.74026656727344,60.92414385007851,6.520211157640451,1571.1668269291106,high,rice
29.010866558230564,82.3790765793961,135.23483036795713,57.436870554904644,40.87741849103678,6.738725125847144,1277.321920484067,high,rice
27.34047541703657,91.15262384437412,106.43039584193232,56.35934048238124,64.96402533873226,6.261201600641254,1203.8315230301002,high,rice
27.14815253269965,89.25390377563613,139.24744712109694,52.63627054033337,47.79410743192479,6.451008554649417,1523.9912278295133,high,rice
29.119381580604575,81.60470958240438,130.44111610008113,50.825331573522206,68.88976011576983,6.012808249058029,1579.573135880369,high,rice
29.72811242204007,81.53764591986018,137.48913948945804,53.757714446016266,42.03511177315516,5.951445350420224,1624.903253187169,high,rice
26.269402405875088,88.73255690264409,113.83532227811827,52.41831035534954,41.37226101437538,6.807305209228565,1784.0933815064382,high,rice
29.875511421142765,91.24477747614387,105.20344960522527,55.16526391858045,40.737607493764045,5.533185327293496,1394.1661314897246,high,rice
27.954572761618664,91.5561112671169,127.33181506426021,48.918054127534965,48.208799988449975,6.995686750236567,1455.7087813415837,high,rice
27.805548097318702,82.45435731787504,131.79238194999718,53.87364451562977,46.62308838366281,5.623571568423764,1608.2995812448278,high,rice
28.61804485712454,84.09889290497314,138.0345424900164,43.021157835618006,52.97004403127806,6.9154238802513985,1451.8363901556734,high,rice
28.55410379065634,85.96391596944191,110.9686080939468,59.67955295919656,52.28002018945129,6.841148805518701,1337.9727635346517,high,rice
26.852418816100332,80.46701124326768,126.0666730150354,47.370526874475225,65.93074749518911,6.209814860037335,1780.916056748833,high,rice
26.742102062812485,93.02934751933417,131.06387411166966,55.41843689288104,65.34349684350663,6.641535986414498,1575.7321929788493,high,rice
26.52497951072955,80.48789269236877,136.83391391262748,52.33300629041476,63.89611872928529,6.222283527268825,1270.3849133774368,high,rice
26.500743168810203,90.28347930843456,117.2122357959785,44.01049453400673,54.74783640224311,5.596313405612701,1549.1828411486392,high,rice
27.07597361774039,91.96338650955782,112.41447835694295,49.10440298163603,40.34861619724302,5.6086703316918385,1435.496133844011,high,rice
27.919755338868494,89.00030822178955,111.66650314837213,53.899637722530855,65.80367191567613,6.669776483340025,1223.7712952090144,high,rice
27.922027789031315,81.57395267627263,109.6818006345011,59.73325186534293,44.2748662870454,6.248332230177034,1570.8934405908715,high,rice
28.809859882176415,88.39473025230372,100.39083389676735,46.52922616487984,55.53134930154134,5.63179974871725,1410.3761587255085,high,rice
26.132812435165466,81.1786774573253,115.87693104806384,42.65431508086121,57.02622544784674,6.534197453705898,1680.3520194654498,high,rice
26.80060097697924,82.51223873388605,104.18271361337601,52.72860499087273,61.19427179460703,5.547379217238463,1761.727347746214,high,rice
26.20788513460589,88.11944502951606,128.36242077803666,57.41938247492171,61.42260796397284,6.702592124604688,1403.6701155256837,high,rice
29.25930045498605,81.20172269577013,135.7926662424211,50.951847523074726,64.51893309887481,6.17847742677745,1586.146617117915,high,rice
28.105610643744452,90.97384282632999,103.26519928122359,41.207041679811276,47.41309702030439,5.739317020169782,1723.0701399553209,high,rice
26.876855949432176,94.63797883728697,113.47583167084427,43.64235831377398,63.690955214274375,6.488061663251314,1498.9174298718833,high,rice
28.221454203750525,90.78802667408395,109.13818965325194,59.92667832113484,69.2437948644035,6.475488529520406,1319.7254705574871,high,rice
28.720912969725166,81.08297613468764,101.22610008823224,45.15365777022427,53.87868870217949,6.802408758112571,1636.3014418597847,high,rice
28.970826084799924,86.38240001672114,113.83739970187852,47.42077525969205,69.62948691208173,5.560163787118723,1720.2188976734692,high,rice
28.314701634289573,86.57923128784385,129.01030641660546,49.733378828494054,66.20269714244982,6.851052796016887,1453.0325561240732,high,rice
27.107311188940205,88.88525492890044,136.49453382466766,44.21324378011333,58.688997506904485,6.447340330138781,1639.8678134491686,high,rice
26.52627074050904,90.73737447023133,136.36130082662564,43.59366217740484,47.12629974771633,6.957092641062459,1308.5861716256939,high,rice
29.417540373478317,87.38416784672052,109.88924297612708,57.41499802545023,53.359157650079965,6.272226030894535,1415.5400216398593,high,rice
28.37180340573971,82.45285808877534,115.64326146607043,59.38824644670575,47.74400298103383,6.4851049968119385,1395.114038534817,high,rice
29.093892502746403,81.96310491077524,138.79284180314178,49.07579082767278,47.081513900393915,5.610245120995019,1301.8547430525246,high,rice
28.07909579422407,85.05504764646929,133.15533463530437,48.617750473236114,47.461428177628896,6.425717479906045,1624.0663301312675,high,rice
30.83520953950475,73.35238432576635,121.46685707734171,44.72804030131281,86.5521811048722,6.711946313624721,1422.0852244845985,high,sugarcane
34.028350764750265,81.70708728793504,154.73085122053035,34.116824200735365,64.47678477590911,6.4046244172754845,1028.5434280446575,high,sugarcane
32.65584764000516,88.73211384589922,121.57374162674039,32.442198280200536,78.08796113133741,7.400812526291857,1158.0780524883753,high,sugarcane
32.53617404344196,70.83145718100783,125.93372803848355,49.73260245917694,98.60474785744182,6.007409971401614,1475.9058927116193,high,sugarcane
33.195599689077504,87.35836589040045,138.18959422535437,40.311920571585006,79.5538632102768,7.000296386319157,1069.8256273781565,high,sugarcane
30.14986794936339,76.15859883182382,148.18723050946588,34.03706904245897,86.93729733299669,7.454868069160906,1046.9503578947092,high,sugarcane
33.36301059112563,78.87500438609142,154.72569017510023,33.54299578894772,87.70503808904658,7.257172934472165,1472.3071097370116,high,sugarcane
33.41624014144823,79.94349528016855,144.71388960804856,47.37809968957436,82.82438986555319,6.0455805895452555,1465.474347753489,high,sugarcane
33.4476337551578,83.53026771554494,128.62700609590868,43.17770940465314,75.75457622616634,6.976849465562238,1053.2965151539954,high,sugarcane
33.28922652301518,89.98827451541334,121.92848155442223,49.54348368442635,76.27631842891482,7.3061301755058885,1391.1927420291368,high,sugarcane
32.83508130493334,84.76898418502653,155.14062245205392,38.08280643302066,73.08132646252955,7.001390078345377,1403.9229709706292,high,sugarcane
33.81142567388308,85.95627297717269,137.4233325925173,46.35668432350043,64.80836221482434,6.816733646941274,1002.8793302490608,high,sugarcane
31.622929149501353,77.32923069742796,135.8469076643702,43.90934413379725,75.54232405081383,6.673040433933796,1118.7720654371637,high,sugarcane
31.8662589581467,74.54539254526303,122.92783695073774,42.06897186762756,86.72851194220065,6.929235519014422,1231.7470219002862,high,sugarcane
31.89892890089615,87.26667299143651,140.76327140544873,39.583637552594624,61.02568263225743,6.511871741439235,1190.0978093929284,high,sugarcane
31.994113904484504,81.60344738454664,141.34410186907513,42.15810185586889,90.59533046168514,7.21947860807414,1359.0615381132473,high,sugarcane
34.777618479774674,70.36465165352723,127.83111942734185,30.151257499562842,85.89898856618412,7.34704582342498,1121.7411482881496,high,sugarcane
34.63517272398153,71.20534780579122,157.37744107222056,37.03245374479269,64.05683313796867,6.728807638779489,1128.388283860254,high,sugarcane
31.424364509809614,76.14579929852573,152.12103591330654,40.78322553350509,72.45230796624014,6.915500674966378,1358.0753371115968,high,sugarcane
31.363120003667667,78.27098203050703,124.87544373347791,33.622986990693605,87.24471415859931,6.27215752154344,1262.5816918335302,high,sugarcane
33.545231308612166,72.13753846189488,142.69248878515614,35.13125567402727,98.5170750095032,6.725318470079888,1402.9962748875791,high,sugarcane
32.751132710781306,70.86825065709638,145.3260550237609,49.028066844133136,84.06447280585326,7.2287832891401855,1442.103231674204,high,sugarcane
31.140398859744664,74.24089679816453,144.43923955403966,38.220569396134096,93.59445211466881,7.350034685097016,1176.710689651359,high,sugarcane
31.18435279487241,85.61051030487724,130.99224142192546,46.45228637027357,76.94953014595052,7.001324848937205,1047.767656917334,high,sugarcane
